IDX,Applicant_ID,Total_Experience,Total_Experience_in_field_applied,Department,Role,Industry,Organization,Designation,Education,Graduation_Specialization,University_Grad,Passing_Year_Of_Graduation,PG_Specialization,University_PG,Passing_Year_Of_PG,PHD_Specialization,University_PHD,Passing_Year_Of_PHD,Curent_Location,Preferred_location,Current_CTC,Inhand_Offer,Last_Appraisal_Rating,No_Of_Companies_worked,Number_of_Publications,Certifications,International_degree_any,Expected_CTC
244,24126,2,1,Sales,Bio statistician,Insurance,J,Others,Under Grad,Chemistry,Bhubaneswar,2002.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Guwahati,Kanpur,494621,N,A,2,5,3,0,618276
245,28287,11,1,Marketing,Sales Manager,Aviation,C,Manager,Doctorate,Sociology,Bhubaneswar,2009.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Jaipur,Ahmedabad,1925480,N,B,4,1,0,0,2599398
247,23898,10,5,HR,Senior Researcher,Aviation,A,Assistant Manager,Under Grad,Chemistry,Bhubaneswar,2002.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Kolkata,Jaipur,1329683,N,B,4,0,2,0,1662103
248,59054,13,6,Top Management,Area Sales Manager,Aviation,L,Marketing Manager,Under Grad,Chemistry,Bhubaneswar,2002.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Kanpur,Pune,1390434,N,B,2,3,2,0,1738042
249,39209,11,0,Marketing,Senior Researcher,Others,F,Marketing Manager,PG,Zoology,Surat,2001.0,Zoology,Surat,2003.0,Zoology,Nagpur,2009.0,Nagpur,Lucknow,2229210,Y,Key_Performer,2,6,1,0,2942557
250,51193,11,10,Accounts,Bio statistician,Insurance,E,Product Manager,PG,Chemistry,Ahmedabad,2009.0,Chemistry,Ahmedabad,2019.0,Others,Kolkata,2007.0,Surat,Pune,1565737,N,B,6,0,1,0,2035458
251,34627,13,9,IT-Software,Scientist,Telecom,H,CA,Under Grad,Chemistry,Bhubaneswar,2002.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Nagpur,Guwahati,1576491,Y,B,3,1,2,0,2049438
253,58235,8,3,Accounts,Bio statistician,Retail,P,HR,Under Grad,Chemistry,Bhubaneswar,2002.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Jaipur,Mangalore,1034915,N,D,6,5,3,0,1190152
255,10570,13,10,Engineering,Team Lead,Others,B,Web Designer,Doctorate,Others,Nagpur,1999.0,Statistics,Nagpur,2001.0,Economics,Mangalore,2007.0,Bangalore,Kanpur,2268680,N,D,3,4,0,0,2817700
256,40950,24,13,Sales,Senior Researcher,Others,G,Research Analyst,Doctorate,Psychology,Pune,1996.0,Psychology,Pune,2010.0,Others,Kolkata,2007.0,Bangalore,Bangalore,2692499,Y,Key_Performer,4,1,0,0,3769498
257,16382,23,9,Sales,Others,FMCG,K,Consultant,Under Grad,Chemistry,Bhubaneswar,2002.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Jaipur,Nagpur,2277415,N,A,6,8,0,0,2846768
258,18363,15,0,Analytics/BI,Consultant,FMCG,G,Research Analyst,PG,Psychology,Jaipur,2005.0,Psychology,Jaipur,2018.0,Others,Kolkata,2007.0,Lucknow,Kolkata,2521646,N,Key_Performer,3,0,0,0,3278139
261,58586,1,0,Marketing,Others,Insurance,I,Sr.Manager,Grad,Botony,Mangalore,2019.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Jaipur,Guwahati,515922,N,B,2,0,0,0,644902
262,56446,24,10,Healthcare,Consultant,Analytics,M,HR,Under Grad,Chemistry,Bhubaneswar,2002.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Surat,Bangalore,1629902,N,B,5,7,2,0,2037377
264,54615,14,3,Sales,Business Analyst,Analytics,J,CA,PG,Mathematics,Guwahati,1999.0,Mathematics,Guwahati,2001.0,Mathematics,Bangalore,2006.0,Mumbai,Kolkata,1467347,N,D,5,6,0,0,1754947
265,15031,2,0,Sales,Project Manager,FMCG,D,Research Analyst,Under Grad,Chemistry,Bhubaneswar,2002.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Mumbai,Mangalore,419964,Y,B,3,3,5,0,545953
267,43320,14,3,Banking,Financial Analyst,Retail,C,Manager,Grad,Chemistry,Guwahati,2000.0,Others,Guwahati,2002.0,Engineering,Nagpur,2006.0,Guwahati,Kanpur,1935093,Y,D,3,3,0,0,2278765
269,41021,5,2,Others,Business Analyst,Automobile,P,Data Analyst,Under Grad,Chemistry,Bhubaneswar,2002.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Mangalore,Kolkata,432394,Y,Key_Performer,6,5,2,0,584596
271,38429,11,4,Marketing,Business Analyst,Automobile,D,Sr.Manager,PG,Statistics,Mangalore,2002.0,Statistics,Mangalore,2004.0,Statistics,Ahmedabad,2009.0,Pune,Mangalore,2394992,N,C,5,3,1,0,2864410
272,18505,6,1,Sales,Analyst,Insurance,O,Product Manager,Under Grad,Chemistry,Bhubaneswar,2002.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Mumbai,Guwahati,1040752,N,D,5,5,2,0,1196864
273,17971,17,16,Sales,Senior Researcher,Insurance,A,HR,PG,Zoology,Surat,2003.0,Zoology,Surat,2008.0,Others,Kolkata,2007.0,Mangalore,Kanpur,3023428,N,Key_Performer,2,2,0,0,3930456
274,56866,17,11,Healthcare,Business Analyst,Telecom,K,Assistant Manager,Grad,Botony,Bhubaneswar,2003.0,Botony,Bhubaneswar,2015.0,Others,Kolkata,2007.0,Pune,Chennai,2576808,N,C,5,1,1,0,2963329
275,12244,25,5,Analytics/BI,Others,Insurance,P,Medical Officer,PG,Sociology,Bangalore,1995.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Lucknow,Mangalore,2244695,N,C,6,0,1,0,2684655
276,35618,15,0,Marketing,Consultant,BFSI,D,Consultant,Under Grad,Chemistry,Bhubaneswar,2002.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Ahmedabad,Kanpur,2575811,N,C,3,6,2,0,2962182
279,18276,4,2,Healthcare,Researcher,Insurance,C,Manager,Grad,Zoology,Nagpur,2016.0,Zoology,Nagpur,2011.0,Others,Kolkata,2007.0,Surat,Bangalore,518884,N,Key_Performer,4,2,0,0,674549
283,56071,21,10,Engineering,Financial Analyst,Others,N,Manager,Under Grad,Chemistry,Bhubaneswar,2002.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Kolkata,Nagpur,2481811,N,C,6,6,1,0,2854082
286,44555,3,2,Marketing,Bio statistician,Aviation,A,Data Analyst,Under Grad,Chemistry,Bhubaneswar,2002.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Guwahati,Pune,411658,N,B,1,1,2,0,514572
289,38409,17,10,Analytics/BI,Bio statistician,FMCG,J,HR,Doctorate,Sociology,Guwahati,2003.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Kolkata,Delhi,3519493,N,Key_Performer,4,1,0,0,4751315
290,33907,13,6,HR,Bio statistician,Retail,N,Product Manager,PG,Engineering,Guwahati,2001.0,Engineering,Guwahati,2003.0,Engineering,Bhubaneswar,2007.0,Guwahati,Mangalore,2344823,Y,Key_Performer,3,8,1,0,3095166
293,16371,16,7,Top Management,Area Sales Manager,Analytics,M,Marketing Manager,PG,Sociology,Mangalore,2004.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Kanpur,Chennai,2682035,N,C,6,0,1,0,3207713
294,41930,1,1,Education,Team Lead,IT,A,Manager,PG,Psychology,Bangalore,2019.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Kanpur,Bhubaneswar,437897,N,D,2,0,1,0,523724
300,56746,13,5,Marketing,Bio statistician,Training,A,HR,Doctorate,Zoology,Guwahati,2007.0,Zoology,Guwahati,2009.0,Others,Kolkata,2007.0,Guwahati,Kolkata,1555814,N,D,2,1,0,0,1932320
303,12981,14,10,Banking,Sales Manager,Training,B,Web Designer,Doctorate,Others,Surat,2000.0,Economics,Surat,2002.0,Economics,Bangalore,2006.0,Lucknow,Chennai,1612714,N,D,4,8,0,0,2002990
305,17604,22,15,Marketing,Senior Researcher,Training,N,Assistant Manager,PG,Arts,Lucknow,1998.0,Others,Lucknow,2016.0,Others,Kolkata,2007.0,Nagpur,Surat,3464873,N,C,5,0,0,0,4143988
306,17556,4,4,Engineering,Associate,Others,C,Sr.Manager,Grad,Chemistry,Ahmedabad,2016.0,Chemistry,Ahmedabad,2011.0,Others,Kolkata,2007.0,Mumbai,Jaipur,547094,N,D,4,2,0,0,629158
308,43437,19,12,Marketing,CEO,Aviation,F,HR,Doctorate,Psychology,Bangalore,2001.0,Psychology,Bangalore,2016.0,Others,Kolkata,2007.0,Guwahati,Bhubaneswar,2976612,N,D,5,0,0,0,3696952
310,18852,19,8,Marketing,Sales Manager,Aviation,H,Assistant Manager,Doctorate,Botony,Nagpur,2001.0,Botony,Nagpur,2015.0,Others,Kolkata,2007.0,Mangalore,Delhi,3519070,N,C,2,1,0,0,4370684
311,59635,9,1,Education,Others,Automobile,F,Manager,Under Grad,Chemistry,Bhubaneswar,2002.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Surat,Nagpur,1780468,Y,Key_Performer,3,8,0,0,2314608
315,16475,14,4,Banking,Sales Manager,Automobile,L,HR,Grad,Arts,Surat,2006.0,Others,Surat,2023.0,Others,Kolkata,2007.0,Bangalore,Pune,2007539,N,D,6,2,0,0,2308669
317,45151,20,4,Healthcare,Researcher,IT,C,HR,Under Grad,Chemistry,Bhubaneswar,2002.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Guwahati,Pune,2654732,Y,Key_Performer,5,7,1,0,3451151
318,25815,11,7,Accounts,Bio statistician,FMCG,C,Consultant,Under Grad,Chemistry,Bhubaneswar,2002.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Ahmedabad,Mangalore,1169065,N,B,6,7,2,0,1461331
319,46880,15,12,Healthcare,Analyst,Others,H,Data Analyst,Doctorate,Psychology,Nagpur,2005.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Mumbai,Lucknow,1536829,N,A,5,0,0,0,2074719
320,40241,1,1,Engineering,Associate,Others,E,Assistant Manager,Under Grad,Chemistry,Bhubaneswar,2002.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Delhi,Ahmedabad,615925,N,D,3,8,2,0,708313
321,38676,12,9,Analytics/BI,Business Analyst,Retail,D,Network Engineer,Grad,Mathematics,Bhubaneswar,2008.0,Mathematics,Bhubaneswar,2014.0,Others,Kolkata,2007.0,Kolkata,Kolkata,2003336,N,B,2,0,4,0,2504170
322,48251,21,15,Marketing,Project Manager,Insurance,I,Consultant,Under Grad,Chemistry,Bhubaneswar,2002.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Mumbai,Kanpur,1403088,N,A,3,7,4,0,1753860
323,35334,20,7,HR,Bio statistician,Aviation,D,Sr.Manager,Grad,Statistics,Mumbai,2000.0,Statistics,Mumbai,2015.0,Others,Kolkata,2007.0,Delhi,Bangalore,2487375,N,B,4,2,0,0,3109218
327,17185,7,1,Banking,Others,Others,L,HR,Under Grad,Chemistry,Bhubaneswar,2002.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Jaipur,Bhubaneswar,701628,Y,C,3,7,0,0,839147
329,49771,10,5,Engineering,Team Lead,Retail,D,HR,Doctorate,Chemistry,Bangalore,2010.0,Chemistry,Bangalore,2013.0,Others,Kolkata,2007.0,Guwahati,Bangalore,1948657,N,B,5,1,0,0,2630686
331,51823,17,4,HR,CEO,Retail,L,Others,Under Grad,Chemistry,Bhubaneswar,2002.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Nagpur,Bhubaneswar,2656043,N,A,5,3,2,0,3320053
332,33034,9,2,HR,Sales Execituve,Others,J,Research Analyst,Grad,Psychology,Mangalore,2011.0,Others,Mangalore,2012.0,Others,Kolkata,2007.0,Pune,Guwahati,956688,N,Key_Performer,6,2,2,0,1195860
333,49015,2,2,Marketing,Project Manager,IT,C,Sr.Manager,PG,Statistics,Delhi,2018.0,Statistics,Delhi,2016.0,Others,Kolkata,2007.0,Chennai,Kanpur,636270,N,B,1,2,0,0,814425
334,56676,14,3,Sales,Others,Analytics,E,Director,Doctorate,Chemistry,Pune,1997.0,Chemistry,Pune,1999.0,Chemistry,Bangalore,2006.0,Bhubaneswar,Jaipur,1942389,Y,B,5,6,0,0,2719344
336,10629,24,10,Top Management,Sales Execituve,FMCG,G,Software Developer,Under Grad,Chemistry,Bhubaneswar,2002.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Guwahati,Jaipur,2759695,N,D,5,7,3,0,3173649
337,32878,23,15,Top Management,Senior Researcher,IT,F,Data Analyst,Doctorate,Sociology,Pune,1997.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Mangalore,Mumbai,2227035,Y,Key_Performer,3,1,0,0,3117849
341,36668,5,0,Accounts,Sales Execituve,Aviation,O,Marketing Manager,Under Grad,Chemistry,Bhubaneswar,2002.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Bangalore,Nagpur,489850,N,C,2,5,3,0,563327
342,42811,22,4,Engineering,Head,Training,E,Others,Grad,Botony,Bangalore,1998.0,Botony,Bangalore,2019.0,Others,Kolkata,2007.0,Lucknow,Nagpur,2547731,N,B,5,1,0,0,3184663
344,37844,21,13,Banking,Sales Execituve,Insurance,C,HR,Doctorate,Botony,Jaipur,1999.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Kolkata,Mumbai,3762625,N,D,3,1,0,0,4673180
345,32460,2,2,Marketing,Others,Insurance,D,HR,PG,Sociology,Kolkata,2018.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Delhi,Pune,620918,N,A,1,1,1,0,807193
346,13249,20,12,Healthcare,Consultant,IT,G,Assistant Manager,PG,Zoology,Pune,2000.0,Zoology,Pune,2016.0,Others,Kolkata,2007.0,Guwahati,Mumbai,2833036,N,A,3,2,0,0,3682946
347,27304,5,5,HR,Analyst,Insurance,M,Sr.Manager,Doctorate,Psychology,Ahmedabad,2015.0,Psychology,Ahmedabad,2014.0,Others,Kolkata,2007.0,Lucknow,Jaipur,939043,N,Key_Performer,6,2,0,0,1318416
348,26909,6,4,Education,Professor,Training,P,Data Analyst,Under Grad,Chemistry,Bhubaneswar,2002.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Mangalore,Delhi,999217,N,A,1,7,1,0,1298982
349,23720,25,15,Marketing,Consultant,FMCG,H,Manager,Under Grad,Chemistry,Bhubaneswar,2002.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Kanpur,Ahmedabad,1967200,N,D,4,6,1,0,2262280
351,40125,6,3,Marketing,Bio statistician,Retail,E,HR,Under Grad,Chemistry,Bhubaneswar,2002.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Jaipur,Kolkata,1135748,N,A,4,5,0,0,1476472
353,51953,15,15,HR,Project Manager,BFSI,A,Software Developer,Under Grad,Chemistry,Bhubaneswar,2002.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Chennai,Jaipur,1645718,N,A,2,8,5,0,2057147
354,22768,17,1,Sales,Sales Execituve,Training,E,Marketing Manager,Grad,Zoology,Bhubaneswar,2003.0,Zoology,Bhubaneswar,2014.0,Others,Kolkata,2007.0,Kanpur,Kanpur,2450836,N,C,3,1,0,0,2818461
355,10025,24,19,Marketing,Senior Researcher,Others,I,Data Analyst,Grad,Botony,Bhubaneswar,1996.0,Botony,Bhubaneswar,2021.0,Others,Kolkata,2007.0,Delhi,Bangalore,2572438,N,C,6,0,3,0,2958303
359,15865,23,5,Analytics/BI,Bio statistician,Automobile,L,Software Developer,Doctorate,Statistics,Kolkata,1997.0,Statistics,Kolkata,2011.0,Others,Kolkata,2007.0,Delhi,Mumbai,3463822,N,A,5,0,0,0,4676159
361,12425,22,3,Engineering,Bio statistician,FMCG,A,Data Analyst,Grad,Economics,Mumbai,1998.0,Economics,Mumbai,2016.0,Others,Kolkata,2007.0,Mumbai,Guwahati,2626867,N,C,5,1,2,0,3020897
363,43467,18,7,Top Management,Bio statistician,IT,B,Marketing Manager,Under Grad,Chemistry,Bhubaneswar,2002.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Chennai,Chennai,2662303,N,A,4,3,5,0,3327878
364,30015,14,14,Marketing,Project Manager,Retail,P,Research Analyst,Under Grad,Chemistry,Bhubaneswar,2002.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Mumbai,Bhubaneswar,1424309,Y,C,5,1,3,0,1703473
365,42476,14,2,Healthcare,Research Scientist,Telecom,F,Sr.Manager,Doctorate,Psychology,Bangalore,2000.0,Psychology,Bangalore,2002.0,Psychology,Pune,2006.0,Ahmedabad,Kanpur,2181114,N,D,4,3,0,0,2708943
366,37434,20,16,HR,Bio statistician,Retail,E,Marketing Manager,Doctorate,Zoology,Kolkata,2000.0,Zoology,Kolkata,2009.0,Others,Kolkata,2007.0,Mangalore,Surat,3808397,N,C,6,2,0,0,4730029
367,33671,2,0,Sales,Sales Execituve,FMCG,P,HR,Grad,Botony,Mangalore,2018.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Mangalore,Nagpur,520559,N,C,3,1,0,0,598642
371,49337,24,19,Healthcare,Researcher,FMCG,P,HR,PG,Zoology,Bangalore,1996.0,Others,Bangalore,2016.0,Others,Kolkata,2007.0,Ahmedabad,Surat,3408108,N,D,5,0,0,0,4076097
374,21756,10,3,Banking,Others,Insurance,M,Research Scientist,Doctorate,Botony,Mangalore,2010.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Mangalore,Ahmedabad,1693588,N,Key_Performer,3,0,0,0,2286343
375,14893,13,7,Healthcare,Others,Aviation,G,Medical Officer,PG,Psychology,Mangalore,1999.0,Psychology,Mangalore,2001.0,Psychology,Kolkata,2007.0,Bhubaneswar,Guwahati,1865242,Y,Key_Performer,5,7,0,0,2462119
376,12667,24,15,Engineering,Business Analyst,Training,P,Data Analyst,Under Grad,Chemistry,Bhubaneswar,2002.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Jaipur,Bangalore,2195633,N,C,5,3,2,0,2524977
379,24978,12,9,Education,Others,FMCG,E,Medical Officer,PG,Arts,Bhubaneswar,2008.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Delhi,Chennai,1957287,N,C,4,1,0,0,2340915
380,53577,11,6,Analytics/BI,Senior Researcher,BFSI,N,Manager,Under Grad,Chemistry,Bhubaneswar,2002.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Bhubaneswar,Kolkata,1148664,N,B,5,1,2,0,1435830
382,22809,13,5,Banking,Senior Researcher,Insurance,I,Product Manager,Grad,Botony,Delhi,1999.0,Botony,Delhi,2001.0,Botony,Mumbai,2007.0,Nagpur,Ahmedabad,1984938,N,D,3,5,0,0,2282678
383,20238,8,0,Others,Business Analyst,Insurance,A,HR,Under Grad,Chemistry,Bhubaneswar,2002.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Ahmedabad,Kanpur,584427,N,A,4,0,2,0,759755
386,28682,6,6,Top Management,Sales Execituve,Aviation,B,Manager,Grad,Zoology,Delhi,2014.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Ahmedabad,Pune,1245847,N,C,2,1,0,0,1432724
387,26484,24,10,Healthcare,Research Scientist,IT,J,Assistant Manager,Doctorate,Zoology,Delhi,1996.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Mangalore,Jaipur,3933415,N,D,4,1,0,0,4885301
391,35928,14,13,Engineering,Bio statistician,Aviation,B,HR,Doctorate,Others,Pune,1999.0,Psychology,Pune,2001.0,Others,Surat,2006.0,Kanpur,Bhubaneswar,1500816,N,B,2,5,0,0,2026101
392,29508,14,0,Healthcare,CEO,FMCG,D,Software Developer,Doctorate,Others,Mumbai,1998.0,Chemistry,Mumbai,2000.0,Arts,Nagpur,2006.0,Mumbai,Ahmedabad,1540405,N,B,5,5,0,0,2079546
395,53468,25,12,Sales,Financial Analyst,Analytics,F,Manager,Under Grad,Chemistry,Bhubaneswar,2002.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Delhi,Mangalore,1464714,Y,Key_Performer,4,8,0,0,1904128
396,27579,10,9,Others,Scientist,FMCG,P,Sr.Manager,Grad,Chemistry,Mumbai,2010.0,Chemistry,Mumbai,2017.0,Others,Kolkata,2007.0,Bangalore,Kanpur,1804950,Y,C,4,1,0,0,2125509
397,38746,1,0,Sales,Project Manager,Training,D,Research Analyst,Doctorate,Botony,Kolkata,2019.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Jaipur,Lucknow,744250,N,C,2,0,0,0,855887
398,25962,8,5,Healthcare,Lab Executuve,Retail,A,Marketing Manager,Under Grad,Chemistry,Bhubaneswar,2002.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Bangalore,Guwahati,515155,Y,B,6,3,2,0,669701
399,25066,15,5,Top Management,Senior Analyst,IT,C,HR,Grad,Botony,Mangalore,2005.0,Botony,Mangalore,2016.0,Others,Kolkata,2007.0,Jaipur,Guwahati,2029333,N,C,2,1,0,0,2333732
400,27058,7,3,Sales,Consultant,Analytics,H,Manager,Under Grad,Chemistry,Bhubaneswar,2002.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Kolkata,Delhi,705289,N,C,1,7,1,0,811082
402,26373,8,1,Others,Consultant,IT,D,HR,Under Grad,Chemistry,Bhubaneswar,2002.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Jaipur,Bhubaneswar,602633,Y,Key_Performer,1,3,1,0,814759
403,18141,20,6,Marketing,Analyst,Automobile,D,HR,Doctorate,Psychology,Mumbai,2000.0,Psychology,Mumbai,2019.0,Others,Kolkata,2007.0,Guwahati,Jaipur,3187406,N,A,3,2,0,0,4302998
404,50181,15,10,Sales,Others,Automobile,A,Manager,Doctorate,Sociology,Guwahati,2005.0,Sociology,Guwahati,2022.0,Others,Kolkata,2007.0,Ahmedabad,Nagpur,1957725,N,D,4,0,0,0,2431494
406,49078,16,15,Marketing,Others,Analytics,B,Research Analyst,Under Grad,Chemistry,Bhubaneswar,2002.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Mangalore,Bangalore,2798617,Y,D,3,3,1,0,3347145
407,22352,11,1,Healthcare,Sales Manager,Analytics,D,CA,Grad,Mathematics,Bhubaneswar,2009.0,Mathematics,Bhubaneswar,2009.0,Others,Kolkata,2007.0,Chennai,Kanpur,1909813,N,Key_Performer,6,0,0,0,2387266
408,22063,7,7,Healthcare,Researcher,Insurance,H,Sr.Manager,PG,Zoology,Bhubaneswar,2013.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Ahmedabad,Bangalore,1109587,N,C,1,0,1,0,1327066
410,38266,4,1,HR,Project Manager,FMCG,P,Manager,PG,Arts,Guwahati,2016.0,Arts,Guwahati,2012.0,Others,Kolkata,2007.0,Mumbai,Mumbai,1068661,N,Key_Performer,2,1,0,0,1444829
411,46893,14,5,Banking,Sales Execituve,Retail,J,Data Analyst,Doctorate,Arts,Bangalore,2006.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Surat,Bangalore,1866188,N,B,3,0,0,0,2519353
413,28227,1,0,Marketing,Financial Analyst,Aviation,F,Assistant Manager,PG,Statistics,Delhi,2019.0,Statistics,Delhi,2022.0,Others,Kolkata,2007.0,Mangalore,Jaipur,492414,N,B,3,1,0,0,630289
414,16712,6,5,Analytics/BI,Analyst,Training,B,Marketing Manager,PG,Zoology,Bangalore,2014.0,Zoology,Bangalore,2013.0,Others,Kolkata,2007.0,Jaipur,Jaipur,1085094,N,C,4,0,1,0,1297772
417,43458,17,4,Marketing,Bio statistician,FMCG,J,HR,Under Grad,Chemistry,Bhubaneswar,2002.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Jaipur,Jaipur,2198859,N,B,5,2,2,0,2748573
420,26533,21,2,HR,Sales Manager,Insurance,D,Director,PG,Chemistry,Lucknow,1999.0,Chemistry,Lucknow,2011.0,Others,Kolkata,2007.0,Kanpur,Kanpur,3423528,N,D,2,1,0,0,4094539
424,39349,20,10,Marketing,Business Analyst,BFSI,J,Product Manager,PG,Botony,Mumbai,2000.0,Botony,Mumbai,2017.0,Others,Kolkata,2007.0,Kolkata,Mumbai,3630362,N,Key_Performer,6,1,0,0,4719470
425,22117,7,1,Education,Analyst,Automobile,F,Medical Officer,Under Grad,Chemistry,Bhubaneswar,2002.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Kolkata,Mumbai,537418,Y,Key_Performer,6,7,2,0,726589
428,14499,20,13,Healthcare,Analyst,BFSI,B,Assistant Manager,Grad,Psychology,Bangalore,2000.0,Psychology,Bangalore,2014.0,Others,Kolkata,2007.0,Bhubaneswar,Chennai,2503093,N,B,2,2,0,0,3128866
429,54455,12,5,Healthcare,Researcher,Retail,M,HR,Under Grad,Chemistry,Bhubaneswar,2002.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Bangalore,Nagpur,1651108,N,D,3,3,1,0,1898774
430,30984,18,5,Others,Others,Aviation,G,Medical Officer,Grad,Psychology,Jaipur,2002.0,Psychology,Jaipur,2020.0,Others,Kolkata,2007.0,Chennai,Ahmedabad,2400049,N,B,4,0,0,0,3000061
431,19785,4,3,Sales,Bio statistician,Others,P,Director,Doctorate,Mathematics,Bangalore,2016.0,Mathematics,Bangalore,2019.0,Others,Kolkata,2007.0,Pune,Jaipur,1042403,N,D,2,1,0,0,1294664
434,37676,15,15,Others,Project Manager,FMCG,F,Research Analyst,Under Grad,Chemistry,Bhubaneswar,2002.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Ahmedabad,Bangalore,2539431,Y,C,6,7,3,0,3037159
435,59407,19,1,Healthcare,Researcher,BFSI,B,Research Analyst,Under Grad,Chemistry,Bhubaneswar,2002.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Delhi,Nagpur,2004362,N,C,3,3,4,0,2305016
438,33379,14,3,Top Management,Scientist,IT,P,Software Developer,PG,Chemistry,Mumbai,1999.0,Chemistry,Mumbai,2001.0,Others,Ahmedabad,2006.0,Lucknow,Kolkata,1870539,N,B,2,8,0,0,2431700
439,44674,7,0,Marketing,Consultant,BFSI,K,Assistant Manager,Under Grad,Chemistry,Bhubaneswar,2002.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Lucknow,Nagpur,787312,Y,Key_Performer,6,8,3,0,1064445
441,40419,17,7,Sales,CEO,Telecom,I,Data Analyst,PG,Botony,Lucknow,2003.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Mangalore,Mumbai,3196317,N,B,2,0,0,0,4155212
443,54079,0,0,Marketing,Others,Training,M,HR,Grad,Arts,Guwahati,2020.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Chennai,Ahmedabad,0,N,B,0,0,0,0,443429
